"Age","Income","LoanAmount","CreditScore","MonthsEmployed","NumCreditLines","InterestRate","LoanTerm","Education","EmploymentType","MaritalStatus","HasCoSigner","Default"
53,112147,162841,535,92,3,7.94,60,"Bachelor's","Self-employed","Single","Yes",0
44,149445,148844,526,69,3,10.16,12,"High School","Unemployed","Married","No",0
59,50220,239918,722,61,2,9.02,12,"Master's","Full-time","Divorced","Yes",0
53,118082,64064,654,100,2,12.26,12,"Master's","Part-time","Single","Yes",0
39,138905,53177,384,114,3,10.83,36,"Bachelor's","Unemployed","Single","No",0
61,31659,158430,817,5,1,6,60,"PhD","Unemployed","Single","No",0
34,47789,103517,527,6,2,12.22,12,"Bachelor's","Part-time","Married","No",0
25,123215,165540,426,110,3,21.05,24,"High School","Unemployed","Married","No",0
21,134974,91300,583,23,3,12.32,24,"PhD","Unemployed","Divorced","Yes",0
65,146318,197172,673,83,1,15.41,60,"Bachelor's","Part-time","Married","Yes",0
44,17339,71828,766,65,4,7.84,36,"Master's","Unemployed","Single","Yes",0
61,98632,191502,688,16,2,6.48,24,"Bachelor's","Part-time","Divorced","No",0
37,88698,71920,643,6,2,6.17,60,"Master's","Part-time","Divorced","Yes",0
64,20155,111012,638,40,2,15.86,12,"High School","Part-time","Divorced","No",0
41,86455,123183,733,29,4,17.32,60,"Master's","Self-employed","Married","No",0
21,103522,233945,597,71,2,6.62,60,"Bachelor's","Part-time","Divorced","No",0
48,61525,96023,805,17,3,12.74,60,"PhD","Self-employed","Divorced","No",0
43,25657,103273,812,107,2,24.14,24,"High School","Full-time","Single","No",0
36,115307,77830,446,115,2,16.97,24,"PhD","Part-time","Divorced","Yes",0
48,114979,24127,618,104,3,16.34,12,"Master's","Unemployed","Single","Yes",0
44,20266,139568,571,83,1,7.58,36,"PhD","Unemployed","Single","Yes",0
51,70557,199932,454,113,1,11.32,36,"High School","Full-time","Single","Yes",0
23,70384,57650,581,95,2,14.02,60,"Bachelor's","Self-employed","Divorced","No",0
62,112395,214790,546,27,2,4.76,24,"Bachelor's","Full-time","Divorced","No",0
65,70338,29251,732,18,3,6.01,36,"Bachelor's","Self-employed","Single","No",0
35,145695,144820,494,41,2,19.11,48,"PhD","Part-time","Single","Yes",0
61,146625,32644,696,9,4,12.44,48,"PhD","Unemployed","Married","No",0
19,35769,55596,438,22,2,24.42,60,"Bachelor's","Self-employed","Divorced","Yes",0
58,82853,179409,811,26,2,6.42,24,"Master's","Self-employed","Married","Yes",0
21,98180,221466,369,112,3,21.36,12,"Master's","Part-time","Married","No",0
32,28130,51297,690,72,4,4.05,24,"PhD","Self-employed","Single","Yes",0
51,127958,168755,620,23,1,2.26,36,"High School","Unemployed","Divorced","No",0
39,37620,200666,678,1,2,15.08,24,"Bachelor's","Full-time","Single","No",0
27,120122,174631,606,20,2,22.6,60,"Bachelor's","Part-time","Divorced","No",0
38,30385,96011,368,114,3,13.2,12,"High School","Part-time","Married","Yes",0
18,132937,12969,685,102,2,20.87,36,"Bachelor's","Self-employed","Divorced","No",0
34,29462,115040,378,21,3,17.93,48,"Bachelor's","Part-time","Single","No",0
39,70020,31210,527,10,1,17.5,60,"PhD","Unemployed","Married","Yes",0
52,111151,191688,843,54,4,23.93,12,"High School","Full-time","Married","No",1
68,90751,174791,592,119,4,16.19,12,"High School","Part-time","Married","No",0
50,138764,223902,839,111,4,12.49,12,"PhD","Unemployed","Single","Yes",0
34,58349,214899,734,77,1,7.32,36,"Bachelor's","Part-time","Single","No",0
40,58326,155719,328,100,2,18.66,60,"Bachelor's","Part-time","Single","Yes",0
57,106942,150983,694,50,3,17.78,24,"High School","Self-employed","Single","Yes",0
56,131411,246653,643,52,1,21.27,12,"Master's","Part-time","Married","No",0
38,76633,83243,491,88,2,4.53,36,"PhD","Self-employed","Married","Yes",0
51,53927,194622,509,78,2,22.07,36,"Master's","Self-employed","Single","Yes",0
41,126399,162186,747,72,2,23.76,60,"PhD","Full-time","Married","No",0
46,122950,112666,358,16,4,8.31,60,"High School","Full-time","Divorced","No",0
42,85805,162344,652,55,1,11.23,24,"Bachelor's","Full-time","Married","Yes",0
39,20637,142845,735,86,1,23.77,48,"Master's","Self-employed","Single","No",0
23,59703,88542,637,48,2,13.11,60,"Master's","Unemployed","Single","Yes",0
59,100068,161118,535,90,3,21.25,12,"PhD","Unemployed","Single","No",0
48,95104,32090,820,75,3,12.37,60,"High School","Self-employed","Married","Yes",1
60,125416,233134,569,63,2,20.28,60,"High School","Part-time","Single","Yes",0
44,73796,113289,587,11,1,13.16,60,"Bachelor's","Part-time","Married","No",1
42,108554,55066,666,0,2,24.09,36,"High School","Full-time","Single","Yes",1
31,76356,81617,587,27,4,7.34,36,"PhD","Self-employed","Single","Yes",0
47,113901,219867,814,11,3,5.25,36,"High School","Part-time","Single","Yes",0
26,43176,136871,614,92,1,24.62,48,"High School","Self-employed","Married","Yes",0
39,84988,88791,604,89,4,10.49,12,"Bachelor's","Full-time","Married","No",0
65,145116,214094,573,50,4,8.06,60,"High School","Part-time","Single","No",0
52,95365,145036,796,76,2,17.25,48,"PhD","Unemployed","Married","No",0
58,102505,14421,653,16,1,19.62,48,"High School","Full-time","Single","No",0
49,28320,56652,643,96,4,6.11,36,"PhD","Full-time","Married","No",0
36,123052,243099,499,111,4,12.15,60,"Master's","Full-time","Single","No",0
31,73204,236606,497,111,3,7.29,24,"Bachelor's","Full-time","Divorced","Yes",0
38,95985,10632,666,51,2,13.94,48,"High School","Part-time","Married","Yes",0
20,133721,174728,795,95,2,4.02,12,"Master's","Full-time","Married","Yes",0
68,83775,72370,684,50,4,12.12,48,"Bachelor's","Full-time","Married","Yes",0
19,31195,209321,517,109,3,21.21,36,"Master's","Part-time","Single","Yes",1
19,84961,224257,785,7,4,6.63,48,"High School","Self-employed","Married","Yes",0
41,98339,216094,805,101,1,13.74,36,"Master's","Part-time","Divorced","Yes",0
61,40753,165789,314,72,4,11.68,36,"Bachelor's","Unemployed","Divorced","Yes",0
57,52065,213654,800,3,4,4.15,60,"PhD","Part-time","Single","No",0
31,41894,182314,357,46,3,18.05,36,"Bachelor's","Part-time","Divorced","Yes",1
32,31811,185508,347,0,3,12.86,36,"Master's","Part-time","Divorced","No",0
67,102315,21142,526,41,1,2.88,48,"Bachelor's","Full-time","Divorced","Yes",0
41,108237,245704,819,79,2,7,36,"PhD","Self-employed","Divorced","No",0
49,58423,125384,705,14,3,9.1,48,"PhD","Full-time","Divorced","No",0
68,142060,8209,579,77,2,4.76,36,"Master's","Part-time","Married","No",0
41,76453,104737,539,65,1,23.02,60,"High School","Unemployed","Married","No",0
57,148849,219975,839,5,3,19.7,60,"Bachelor's","Full-time","Single","No",0
67,35726,27950,842,77,2,3.32,24,"Bachelor's","Full-time","Married","No",0
61,40984,113790,644,116,3,22.2,48,"High School","Self-employed","Single","No",0
54,74885,157729,469,84,4,18.68,36,"Master's","Part-time","Single","Yes",0
54,99785,5684,471,51,1,15.12,12,"High School","Part-time","Divorced","Yes",0
49,66277,199426,472,61,2,14.7,36,"PhD","Unemployed","Divorced","No",0
65,133152,140932,772,68,4,17.43,36,"High School","Self-employed","Divorced","No",0
35,97405,108725,458,103,2,22.65,36,"PhD","Full-time","Married","Yes",0
20,17323,87831,658,33,3,20.54,36,"High School","Full-time","Divorced","Yes",0
18,148601,17280,816,22,3,9.76,24,"Bachelor's","Unemployed","Married","Yes",0
37,96921,151943,563,12,4,22.45,24,"PhD","Part-time","Married","No",0
52,35101,104775,781,74,2,15.37,36,"High School","Full-time","Divorced","No",0
65,80183,86225,839,10,2,2.68,24,"PhD","Unemployed","Single","Yes",0
68,30453,134483,395,111,1,23.05,48,"Bachelor's","Full-time","Divorced","No",0
25,111492,223628,630,29,1,3.98,24,"PhD","Unemployed","Single","No",0
47,134159,38779,574,2,2,2.45,24,"Master's","Full-time","Single","No",0
30,138293,233073,644,32,4,20.71,60,"High School","Unemployed","Divorced","No",1
38,142453,97497,577,56,3,4.97,48,"Master's","Self-employed","Married","No",0
45,44047,109323,641,62,3,13.74,24,"Master's","Self-employed","Married","No",0
38,74467,208196,742,30,3,9.45,24,"PhD","Full-time","Single","Yes",0
68,149617,137360,418,21,3,19.02,36,"High School","Full-time","Married","Yes",0
56,25137,173471,811,85,3,24.88,60,"Bachelor's","Part-time","Married","Yes",1
47,105488,210841,544,81,4,10.59,12,"Bachelor's","Self-employed","Single","Yes",0
55,101116,32102,846,94,1,7.9,24,"Bachelor's","Full-time","Married","No",0
52,61713,7182,826,11,2,12.84,48,"High School","Full-time","Divorced","No",0
22,141064,44898,823,18,4,17.48,12,"Master's","Unemployed","Married","No",0
24,131047,123446,812,63,3,15.41,12,"Bachelor's","Full-time","Married","No",0
30,27742,219600,647,21,2,14.19,24,"PhD","Part-time","Single","Yes",0
39,29251,248468,788,41,4,13.75,24,"PhD","Full-time","Divorced","Yes",0
44,39512,82841,488,119,4,14.37,12,"PhD","Part-time","Divorced","Yes",0
27,96164,55867,549,86,1,13.4,12,"PhD","Full-time","Divorced","No",0
24,114396,180211,311,68,4,3.83,36,"High School","Part-time","Single","Yes",0
49,145626,21342,775,47,1,12.38,24,"Bachelor's","Self-employed","Married","No",0
66,42301,10860,838,92,4,15.78,60,"Master's","Self-employed","Single","Yes",0
26,118031,74151,802,94,1,10.38,36,"High School","Self-employed","Divorced","No",0
39,111689,107094,846,79,3,14.78,48,"High School","Unemployed","Single","Yes",0
24,22844,57466,656,55,1,23.78,24,"Master's","Unemployed","Single","Yes",0
39,67025,68024,684,37,1,24,60,"PhD","Part-time","Single","No",0
19,38294,173282,640,88,2,4.34,24,"PhD","Part-time","Married","Yes",0
47,51885,93543,791,49,2,9.65,48,"PhD","Full-time","Single","Yes",0
35,17621,138840,602,86,4,3.11,36,"High School","Unemployed","Single","No",0
23,47026,113881,410,61,3,4.11,12,"Master's","Part-time","Divorced","Yes",0
32,44768,37375,715,64,2,3.29,24,"Bachelor's","Full-time","Married","No",0
44,70870,104195,503,66,4,14.36,12,"High School","Unemployed","Married","No",0
45,90361,7178,731,94,2,16.26,48,"Master's","Unemployed","Single","Yes",0
59,103650,41924,429,14,4,10.97,12,"PhD","Full-time","Married","Yes",0
29,69399,31197,382,37,3,19.81,48,"PhD","Part-time","Divorced","No",0
57,46201,80819,827,33,3,15.06,24,"Bachelor's","Part-time","Married","No",0
58,64908,155040,764,113,4,16.99,60,"PhD","Full-time","Married","Yes",0
53,66029,143869,730,105,4,4.58,48,"Master's","Full-time","Divorced","No",0
53,116661,61738,523,59,3,13.39,24,"Bachelor's","Part-time","Single","No",0
46,129749,79149,555,118,4,23.24,24,"PhD","Full-time","Single","No",0
62,84923,136289,391,62,4,17.57,48,"Bachelor's","Part-time","Single","No",0
66,55484,106555,478,10,1,17.97,60,"Bachelor's","Unemployed","Divorced","No",0
54,70090,221210,445,4,1,15.16,24,"Bachelor's","Self-employed","Married","Yes",0
39,55684,123033,310,102,1,13.42,24,"High School","Full-time","Single","No",0
24,32654,149126,489,80,4,11.81,60,"Master's","Part-time","Married","No",0
29,104181,132526,358,43,4,13.44,60,"PhD","Part-time","Single","No",0
69,16196,100730,840,5,4,23.13,12,"PhD","Unemployed","Married","No",0
66,104758,233612,683,111,3,13.31,36,"High School","Unemployed","Married","No",0
58,135388,183753,599,24,4,12.37,60,"PhD","Part-time","Single","No",0
47,92379,107164,539,33,2,13.44,24,"PhD","Unemployed","Divorced","Yes",0
56,148434,190717,758,21,4,17.19,12,"Bachelor's","Full-time","Divorced","Yes",0
47,80797,55033,553,111,4,14.11,60,"High School","Full-time","Married","Yes",0
58,139214,43707,572,92,4,11.5,24,"PhD","Part-time","Divorced","Yes",0
42,104142,156466,528,109,2,18.79,24,"Master's","Part-time","Single","No",0
41,38524,206743,487,35,2,13.9,12,"High School","Self-employed","Divorced","Yes",0
66,20549,98371,787,75,2,13.13,60,"Bachelor's","Self-employed","Single","Yes",0
43,72717,90610,837,111,4,3.43,24,"Bachelor's","Self-employed","Single","No",0
69,129405,210631,591,116,1,18.28,48,"Bachelor's","Self-employed","Single","No",0
66,145190,17121,395,109,3,24.18,12,"Master's","Part-time","Single","Yes",0
68,116306,140124,474,97,3,19.72,36,"PhD","Full-time","Single","Yes",0
51,145563,35475,836,17,1,8.24,24,"Bachelor's","Self-employed","Divorced","Yes",0
22,116398,211228,497,19,3,24.71,12,"Master's","Full-time","Married","No",0
38,33798,28035,785,100,3,5.43,24,"PhD","Full-time","Divorced","No",0
43,53370,38707,610,106,2,9.65,48,"PhD","Full-time","Divorced","Yes",0
68,107056,138618,840,71,4,23,24,"PhD","Full-time","Single","Yes",0
52,48343,109108,318,89,4,14.99,60,"Master's","Part-time","Divorced","Yes",0
19,32290,168355,358,29,2,10.1,60,"Bachelor's","Self-employed","Single","Yes",0
25,43908,40570,315,85,4,21.61,48,"High School","Self-employed","Married","Yes",0
49,97393,8725,614,55,4,7.37,12,"High School","Self-employed","Married","Yes",0
33,18398,25503,679,4,2,23.88,36,"PhD","Full-time","Married","No",0
53,132204,180533,606,50,1,5.94,36,"Master's","Full-time","Divorced","Yes",0
22,138047,131880,738,22,4,16.08,12,"PhD","Unemployed","Married","Yes",0
44,86415,211979,751,47,4,22.27,24,"Master's","Self-employed","Married","No",0
42,19312,216005,624,118,4,3.75,60,"High School","Unemployed","Married","No",0
67,109015,15888,665,43,1,24.01,36,"Master's","Full-time","Married","No",0
42,116714,110097,398,55,2,3.89,12,"Master's","Self-employed","Single","No",0
26,65733,159956,791,7,4,15.25,12,"High School","Self-employed","Divorced","Yes",0
19,141506,121007,512,1,4,23.53,12,"Master's","Full-time","Divorced","No",0
39,128321,82364,621,91,1,17.44,60,"High School","Unemployed","Divorced","No",0
42,58131,130303,484,68,4,21.17,48,"PhD","Full-time","Married","No",0
67,147935,7393,601,58,4,9.45,24,"PhD","Full-time","Married","Yes",0
67,146029,25085,450,77,3,2.48,12,"High School","Part-time","Divorced","No",0
68,43080,53734,368,70,1,23.33,60,"Master's","Self-employed","Married","No",0
68,68836,130392,607,102,2,21.76,60,"Master's","Part-time","Married","Yes",0
20,100562,206979,384,65,3,11.49,36,"Master's","Full-time","Single","No",1
28,132529,91895,412,65,2,22.95,36,"High School","Full-time","Married","No",0
64,38776,198961,826,104,2,9.25,12,"PhD","Full-time","Single","Yes",0
34,53970,60984,507,27,1,23.09,48,"Bachelor's","Part-time","Divorced","Yes",0
45,16643,44465,545,58,1,24.7,36,"High School","Self-employed","Married","No",1
64,76562,242380,505,94,1,14.6,12,"High School","Self-employed","Single","Yes",0
29,144149,82819,645,50,4,11.59,24,"Master's","Self-employed","Married","Yes",0
31,78877,230441,319,16,3,12.87,36,"Master's","Self-employed","Single","No",1
62,22210,169925,390,15,4,13.44,48,"PhD","Unemployed","Divorced","No",0
32,131250,35686,652,36,1,7.86,48,"Bachelor's","Self-employed","Divorced","Yes",0
45,95183,212267,346,32,4,17.48,24,"PhD","Full-time","Married","Yes",0
23,93132,220515,821,13,3,15.33,12,"Master's","Unemployed","Divorced","No",0
62,40486,195044,770,79,1,9.38,60,"Master's","Part-time","Married","No",0
21,76174,70556,821,107,3,22.7,12,"Bachelor's","Self-employed","Married","Yes",0
68,41182,31625,712,56,4,11.58,24,"PhD","Self-employed","Married","Yes",0
44,40484,69786,478,110,1,10.83,48,"Master's","Self-employed","Married","Yes",0
55,139665,17208,353,74,4,15.04,24,"Master's","Part-time","Single","Yes",0
51,144458,71612,368,8,4,13.03,60,"High School","Full-time","Divorced","Yes",0
54,36174,23368,533,100,3,5.66,60,"High School","Part-time","Divorced","Yes",0
24,60537,75275,796,27,1,8.36,24,"High School","Self-employed","Single","Yes",0
54,141594,85345,428,70,3,18.19,60,"Master's","Full-time","Single","Yes",0
42,101334,203530,759,9,4,24.75,48,"High School","Self-employed","Divorced","No",0
66,59610,229168,671,41,4,13.93,60,"PhD","Unemployed","Single","Yes",0
56,30102,246105,580,92,2,2.18,24,"Master's","Full-time","Married","No",0
30,146649,140335,614,72,3,10.12,36,"Master's","Unemployed","Divorced","Yes",0
46,128802,97223,532,71,3,13.8,60,"PhD","Self-employed","Divorced","No",0
18,32811,146035,510,38,3,23.33,60,"Master's","Part-time","Single","No",1
21,86718,158131,648,58,4,15.25,60,"Bachelor's","Unemployed","Single","Yes",0
62,103933,86044,334,115,2,24.99,60,"Bachelor's","Part-time","Single","Yes",0
48,41827,212875,774,39,2,19.67,36,"PhD","Unemployed","Married","Yes",0
19,142262,91648,505,30,1,10.82,60,"High School","Self-employed","Single","No",0
50,112256,142163,498,54,3,8.67,36,"Master's","Unemployed","Married","Yes",0
44,67687,231859,371,20,1,19.97,60,"High School","Self-employed","Married","No",0
33,92157,231942,383,39,4,24.2,60,"Master's","Self-employed","Single","Yes",0
31,41763,215348,543,11,2,5.82,60,"High School","Part-time","Married","No",1
25,85885,201235,503,21,2,7.66,48,"Bachelor's","Self-employed","Married","No",0
41,63482,33473,347,29,1,13.97,48,"PhD","Unemployed","Divorced","No",0
56,30848,128407,520,110,1,19.64,48,"Master's","Part-time","Single","No",0
62,103847,226551,792,40,4,14.01,48,"High School","Full-time","Married","Yes",0
33,39282,170472,389,61,1,24.04,12,"PhD","Full-time","Divorced","No",1
49,135564,29335,468,74,2,11.79,12,"PhD","Unemployed","Divorced","Yes",0
60,37775,138029,483,73,4,24.33,48,"Master's","Self-employed","Single","No",0
21,30565,165140,651,97,4,4.58,48,"Bachelor's","Self-employed","Divorced","No",0
47,139896,63676,554,89,3,8.18,24,"Master's","Unemployed","Married","No",0
69,41769,81107,450,58,1,2.62,60,"Bachelor's","Part-time","Single","No",0
68,25414,24094,620,118,2,11.37,48,"High School","Part-time","Single","Yes",0
56,30095,68275,353,3,3,19.35,12,"Bachelor's","Part-time","Married","Yes",0
53,77180,12429,768,44,2,7.36,12,"Master's","Self-employed","Married","No",0
38,15301,111206,431,56,1,9.37,12,"Master's","Self-employed","Divorced","No",0
29,131778,119206,524,56,1,13.84,48,"PhD","Self-employed","Single","Yes",0
19,53645,217456,736,100,1,4.62,24,"PhD","Self-employed","Single","No",0
34,27269,27417,782,2,1,10.17,60,"Bachelor's","Unemployed","Divorced","No",0
68,22055,15663,841,10,1,24.79,12,"Bachelor's","Self-employed","Divorced","Yes",0
68,81700,27992,691,44,2,3.31,12,"Master's","Unemployed","Single","No",0
45,94427,129784,755,48,4,15.05,12,"Bachelor's","Self-employed","Single","No",0
21,31566,248588,456,22,1,21.9,36,"PhD","Self-employed","Single","No",0
64,133062,237655,674,53,2,2.04,24,"Master's","Unemployed","Single","No",0
31,30073,126900,366,85,3,21.04,48,"PhD","Full-time","Divorced","Yes",0
68,35706,37290,381,24,4,23.48,48,"PhD","Unemployed","Single","Yes",1
34,144033,112408,624,5,1,2.91,12,"PhD","Self-employed","Divorced","No",0
49,88449,153000,420,74,3,4.23,60,"PhD","Unemployed","Married","No",0
59,20881,154439,505,41,4,14.57,48,"Bachelor's","Self-employed","Single","No",0
24,21699,57072,673,36,4,2.71,36,"Master's","Self-employed","Single","No",0
20,65903,101630,302,2,1,18.37,36,"Master's","Part-time","Divorced","Yes",0
42,85245,9250,688,64,1,19.5,24,"Bachelor's","Self-employed","Married","No",0
51,110604,175107,792,72,3,14.12,60,"Bachelor's","Self-employed","Divorced","Yes",0
59,139869,97849,491,18,4,22.32,48,"Master's","Unemployed","Single","Yes",0
54,22902,193216,843,100,2,3.41,36,"High School","Self-employed","Divorced","Yes",0
28,102115,80907,541,10,4,19.34,12,"Bachelor's","Full-time","Single","No",0
39,140211,169290,519,115,4,5.23,12,"High School","Full-time","Single","Yes",0
33,59274,240004,390,70,3,20.04,12,"High School","Part-time","Single","Yes",0
35,22234,88073,400,114,4,2.58,48,"Bachelor's","Unemployed","Divorced","No",0
65,118949,190084,665,28,1,2.69,60,"High School","Part-time","Married","No",0
51,78009,233892,669,95,2,19.96,12,"High School","Full-time","Single","No",0
63,66350,83243,740,24,2,24.62,36,"High School","Unemployed","Married","Yes",0
18,20937,218960,807,42,3,19.45,36,"Bachelor's","Part-time","Single","No",1
52,149055,227884,444,44,2,5.78,24,"Bachelor's","Unemployed","Married","Yes",0
27,97018,194801,783,118,2,6.29,36,"High School","Self-employed","Married","Yes",0
66,64059,227143,541,114,1,18.94,12,"Bachelor's","Part-time","Single","No",0
46,35996,57962,618,96,3,7.68,48,"High School","Self-employed","Divorced","Yes",0
34,128547,41134,723,84,2,3.13,12,"Master's","Self-employed","Single","No",0
47,24251,200569,786,23,1,13.12,36,"Bachelor's","Self-employed","Married","Yes",0
41,117152,42812,584,76,3,13.4,36,"PhD","Self-employed","Divorced","No",0
66,73662,123044,770,91,4,7.95,24,"Master's","Unemployed","Single","No",0
57,23803,173625,464,47,4,21.09,60,"PhD","Self-employed","Single","Yes",1
25,137108,70589,754,28,3,3.19,24,"PhD","Part-time","Married","No",0
52,99305,91071,801,31,4,9.1,48,"High School","Part-time","Married","Yes",0
43,15289,86880,710,92,3,2.43,12,"PhD","Unemployed","Married","Yes",1
21,124554,158281,721,21,4,17.57,36,"Master's","Unemployed","Single","Yes",1
56,32805,18181,385,73,2,19.15,12,"High School","Self-employed","Single","Yes",0
57,75274,19936,337,5,3,3.43,48,"Master's","Unemployed","Single","Yes",0
36,70231,183292,542,44,4,5.44,36,"Bachelor's","Unemployed","Single","No",0
58,27712,82299,562,2,2,18.42,60,"Bachelor's","Unemployed","Married","Yes",0
29,125366,35412,569,119,4,12.7,60,"Master's","Full-time","Single","No",0
68,21486,45582,541,61,4,15.94,48,"Bachelor's","Unemployed","Married","No",0
59,111834,109551,721,22,1,2.02,48,"High School","Part-time","Married","No",0
42,57246,232225,742,23,2,23.86,24,"PhD","Unemployed","Married","Yes",0
45,147848,209533,438,89,2,7.16,24,"High School","Self-employed","Single","Yes",0
30,104294,62371,316,34,3,22.74,48,"Bachelor's","Self-employed","Married","No",0
42,40494,175559,773,110,3,2.33,12,"Master's","Full-time","Divorced","No",0
50,70979,156794,300,112,3,5.59,12,"Master's","Unemployed","Divorced","No",0
55,51179,60428,797,78,4,18.82,36,"High School","Part-time","Single","No",0
18,146962,183518,721,20,2,18.11,24,"High School","Full-time","Married","No",0
33,120463,208248,436,118,3,23.27,48,"Master's","Self-employed","Married","No",0
48,31252,107532,317,46,3,17,24,"Master's","Unemployed","Single","No",0
40,63185,225811,442,65,3,3.13,60,"Master's","Full-time","Married","Yes",0
20,98844,227399,379,102,3,13.63,12,"Bachelor's","Self-employed","Married","No",0
69,130678,81252,346,90,2,2.13,24,"High School","Unemployed","Divorced","Yes",0
55,104689,46370,351,59,2,12.41,48,"PhD","Full-time","Single","No",0
57,120152,193658,514,110,4,16.09,24,"Bachelor's","Unemployed","Married","No",0
44,32389,48604,359,37,1,8.5,60,"Master's","Self-employed","Single","No",0
21,85482,19965,536,42,3,9.39,60,"PhD","Full-time","Divorced","No",0
19,97389,181682,723,36,4,10.95,36,"PhD","Self-employed","Single","Yes",0
20,134210,33794,584,80,2,6.42,60,"Bachelor's","Full-time","Married","Yes",0
46,74471,178349,332,101,4,2.97,48,"PhD","Self-employed","Divorced","Yes",0
33,78829,204379,450,80,1,18.06,60,"PhD","Self-employed","Single","Yes",0
52,110217,198847,489,0,4,13.3,12,"Master's","Part-time","Divorced","No",0
25,98088,129731,370,105,4,5.82,24,"PhD","Unemployed","Married","No",0
63,135019,228925,795,43,1,23.04,36,"Master's","Unemployed","Divorced","No",0
38,61537,227305,365,73,3,3.21,24,"PhD","Self-employed","Single","Yes",0
33,104494,36972,306,117,3,14.5,36,"Bachelor's","Part-time","Single","No",0
23,148648,161142,313,107,4,7.63,60,"PhD","Unemployed","Divorced","No",0
20,94800,49055,700,56,1,8.02,24,"High School","Self-employed","Married","No",1
24,90651,70287,625,87,4,6.54,12,"Master's","Part-time","Divorced","Yes",0
22,26687,29288,345,89,3,14.75,36,"Bachelor's","Self-employed","Married","No",0
18,97514,162790,815,7,3,24.04,36,"PhD","Part-time","Single","No",1
30,58391,155562,798,5,1,17.98,12,"PhD","Part-time","Married","Yes",0
40,94300,16198,387,97,3,10.54,24,"High School","Unemployed","Divorced","No",0
41,97415,97572,437,60,1,14.43,48,"Master's","Full-time","Divorced","Yes",0
31,46849,129218,671,87,4,16.47,36,"Bachelor's","Part-time","Married","No",0
42,55690,244725,613,8,2,6.12,24,"Master's","Full-time","Divorced","Yes",1
52,18992,239902,683,104,2,2.16,48,"PhD","Full-time","Divorced","Yes",0
43,20764,87048,719,74,2,8.85,48,"High School","Self-employed","Single","No",0
61,27157,131703,705,16,3,8.74,48,"Bachelor's","Unemployed","Divorced","Yes",0
57,50875,113627,676,17,4,4,36,"High School","Part-time","Divorced","Yes",0
37,23427,64484,357,79,2,15.35,12,"Bachelor's","Full-time","Single","Yes",0
67,17140,36572,755,46,3,12.21,60,"Bachelor's","Part-time","Married","Yes",0
31,122323,8992,382,75,3,11.58,24,"High School","Self-employed","Married","No",0
53,33643,248527,599,112,2,2.04,60,"Master's","Self-employed","Single","No",0
42,88481,224335,307,61,1,17.7,36,"PhD","Full-time","Single","No",0
37,110392,203375,592,99,4,7.42,36,"PhD","Self-employed","Divorced","No",0
68,62054,115318,765,0,4,15.93,48,"High School","Full-time","Divorced","Yes",1
52,49154,129840,693,101,1,10.23,24,"PhD","Full-time","Married","Yes",0
24,47441,109410,734,44,3,11.05,12,"High School","Unemployed","Divorced","No",0
66,83111,89827,671,97,3,23.7,12,"PhD","Part-time","Single","No",0
18,125544,201011,460,74,3,2.55,48,"PhD","Self-employed","Single","No",0
57,79037,144351,768,5,4,8.92,24,"PhD","Part-time","Single","Yes",0
59,48777,12205,782,100,1,16.89,36,"High School","Full-time","Married","Yes",0
36,85140,33423,607,5,4,23.75,12,"Bachelor's","Full-time","Single","Yes",0
26,111678,198990,505,102,4,10,12,"Bachelor's","Unemployed","Married","No",0
25,69438,156226,563,11,4,7.09,48,"High School","Full-time","Divorced","No",1
59,92756,78666,411,115,1,8.06,36,"PhD","Self-employed","Married","No",0
63,103799,52119,699,41,1,14.92,24,"High School","Part-time","Divorced","No",0
38,87599,111098,367,65,4,14.88,60,"Master's","Self-employed","Single","Yes",1
59,90081,48725,461,100,1,17.96,48,"Master's","Self-employed","Single","Yes",0
57,66156,229169,445,62,1,23.31,48,"Master's","Unemployed","Married","No",0
67,74847,146233,652,113,4,15.19,12,"PhD","Full-time","Single","Yes",0
25,70312,30088,683,35,1,11.14,60,"Bachelor's","Part-time","Divorced","No",0
37,73515,121729,557,2,4,11.62,36,"Master's","Self-employed","Married","Yes",0
50,33163,137343,788,27,2,3.24,24,"High School","Full-time","Divorced","No",0
28,47541,244288,717,55,3,6.76,12,"PhD","Full-time","Divorced","Yes",0
40,92558,98973,587,3,3,23.74,48,"Bachelor's","Full-time","Single","No",0
31,138004,70865,315,25,2,12.56,48,"Master's","Part-time","Divorced","No",0
47,67476,200724,766,84,4,9.19,48,"High School","Part-time","Divorced","Yes",0
20,102119,38311,362,4,4,22.6,60,"Master's","Part-time","Single","No",1
26,76666,42690,415,119,4,14.21,48,"High School","Part-time","Married","No",0
20,84655,156092,431,7,4,5.99,48,"Bachelor's","Part-time","Divorced","No",0
54,91940,6456,320,98,2,22.24,24,"High School","Part-time","Divorced","No",0
65,126067,119452,708,93,4,21.61,60,"PhD","Self-employed","Single","Yes",0
22,24681,233936,755,118,3,15.02,24,"Master's","Unemployed","Single","Yes",1
46,143093,54977,750,71,2,3,12,"Master's","Full-time","Divorced","No",0
67,28635,122433,656,26,3,12.17,12,"Bachelor's","Full-time","Divorced","Yes",0
43,58903,75720,383,16,3,16.71,12,"PhD","Self-employed","Divorced","Yes",1
31,27742,114025,326,18,1,12.52,48,"Master's","Part-time","Divorced","Yes",0
